Dividends,Header,Currency,Date,Description,Amount
Dividends,Data,CAD,10/7/2022,REI.UN(CA7669101031) Cash Dividend CAD 0.085 per Share (Ordinary Dividend),2.21
Dividends,Data,CAD,10/17/2022,BEI.UN(CA0966311064) Cash Dividend CAD 0.09 per Share (Ordinary Dividend),0.99
Dividends,Data,CAD,10/31/2022,NET.UN(CA13639A1093) Cash Dividend CAD 0.0283 per Share (Ordinary Dividend),1.98
Dividends,Data,CAD,11/7/2022,REI.UN(CA7669101031) Cash Dividend CAD 0.085 per Share (Ordinary Dividend),2.21
Dividends,Data,CAD,11/15/2022,BEI.UN(CA0966311064) Cash Dividend CAD 0.09 per Share (Ordinary Dividend),0.99
Dividends,Data,CAD,11/30/2022,NET.UN(CA13639A1093) Cash Dividend CAD 0.0283 per Share (Ordinary Dividend),1.98
Dividends,Data,CAD,12/7/2022,REI.UN(CA7669101031) Cash Dividend CAD 0.085 per Share (Ordinary Dividend),2.21
Dividends,Data,CAD,12/15/2022,BEI.UN(CA0966311064) Cash Dividend CAD 0.09 per Share (Ordinary Dividend),0.99
Dividends,Data,EUR,5/16/2022,LI(FR0000121964) Cash Dividend EUR 1.70 per Share (Ordinary Dividend),132.6
Dividends,Data,EUR,6/1/2022,VNA.DVD(DE000A3MQQ33) Expire Dividend Right (Return of Capital),41.5
Dividends,Data,GBP,1/7/2022,BYG(GB0002869419) Cash Dividend GBP 0.206 per Share (PropertyIncomeDividend),5.15
Dividends,Data,GBP,7/29/2022,BYG(GB0002869419) Cash Dividend GBP 0.214 per Share (PropertyIncomeDividend),5.35
Dividends,Data,USD,1/3/2022,UNIT(US91325V1089) Cash Dividend USD 0.15 per Share (Ordinary Dividend),12.75
Dividends,Data,USD,1/6/2022,VICI(US9256521090) Cash Dividend USD 0.36 per Share (Ordinary Dividend),24.12
Dividends,Data,USD,1/10/2022,MO(US02209S1033) Cash Dividend USD 0.90 per Share (Ordinary Dividend),32.4
Dividends,Data,USD,1/10/2022,SQM(US8336351056) Cash Dividend USD 1.40698 per Share (Bonus Dividend),8.44
Dividends,Data,USD,1/13/2022,MPW(US58463J3041) Cash Dividend USD 0.28 per Share (Ordinary Dividend),37.52
Dividends,Data,USD,1/14/2022,O(US7561091049) Cash Dividend USD 0.2465 per Share (Ordinary Dividend),1.97
Dividends,Data,USD,1/14/2022,SRC(US84860W3007) Cash Dividend USD 0.638 per Share (Ordinary Dividend),6.38
Dividends,Data,USD,1/14/2022,WPC(US92936U1097) Cash Dividend USD 1.055 per Share (Ordinary Dividend),7.39
Dividends,Data,USD,1/18/2022,BRX(US11120U1051) Cash Dividend USD 0.24 per Share (Ordinary Dividend),10.32
Dividends,Data,USD,1/18/2022,EPR(US26884U1097) Cash Dividend USD 0.25 per Share (Ordinary Dividend),10.25
Dividends,Data,USD,1/18/2022,STAG(US85254J1025) Cash Dividend USD 0.120833 per Share (Ordinary Dividend),2.05
Dividends,Data,USD,1/18/2022,STOR(US8621211007) Cash Dividend USD 0.385 per Share (Ordinary Dividend),33.88
Dividends,Data,USD,2/4/2022,VOD(US92857W3088) Cash Dividend USD 0.505613 per Share (Ordinary Dividend),33.38
Dividends,Data,USD,2/14/2022,WES(US9586691035) Cash Dividend USD 0.327 per Share (Limited Partnership),18.31
Dividends,Data,USD,2/15/2022,EPR(US26884U1097) Cash Dividend USD 0.25 per Share (Ordinary Dividend),14.25
Dividends,Data,USD,2/15/2022,O(US7561091049) Cash Dividend USD 0.2465 per Share (Ordinary Dividend),1.97
Dividends,Data,USD,2/15/2022,STAG(US85254J1025) Cash Dividend USD 0.121667 per Share (Ordinary Dividend),2.07
Dividends,Data,USD,2/25/2022,ACC(US0248351001) Cash Dividend USD 0.47 per Share (Ordinary Dividend),7.99
Dividends,Data,USD,3/1/2022,ENB (CA29250N1050) Cash Dividend USD 0.675993 (Ordinary Dividend),27.72
Dividends,Data,USD,3/3/2022,MAC(US5543821012) Cash Dividend USD 0.15 per Share (Ordinary Dividend),15.75
Dividends,Data,USD,3/15/2022,EPR(US26884U1097) Cash Dividend USD 0.25 per Share (Ordinary Dividend),14.25
Dividends,Data,USD,3/15/2022,O(US7561091049) Cash Dividend USD 0.2465 per Share (Ordinary Dividend),1.97
Dividends,Data,USD,3/15/2022,STAG(US85254J1025) Cash Dividend USD 0.121667 per Share (Ordinary Dividend),2.07
Dividends,Data,USD,3/15/2022,UMH(US9030021037) Cash Dividend USD 0.20 per Share (Ordinary Dividend),9.6
Dividends,Data,USD,3/17/2022,BTG(CA11777Q2099) Cash Dividend USD 0.04 per Share (Ordinary Dividend),35.84
Dividends,Data,USD,3/24/2022,KGC(CA4969024047) Cash Dividend USD 0.03 per Share (Ordinary Dividend),20.13
Dividends,Data,USD,3/29/2022,RICK(US74934Q1085) Cash Dividend USD 0.05 per Share (Ordinary Dividend),1.15
Dividends,Data,USD,3/31/2022,AGI (CA0115321089) Cash Dividend USD 0.025 (Ordinary Dividend),4.05
Dividends,Data,USD,3/31/2022,SPG(US8288061091) Cash Dividend USD 1.65 per Share (Ordinary Dividend),19.8
Dividends,Data,USD,4/7/2022,VICI(US9256521090) Cash Dividend USD 0.36 per Share (Ordinary Dividend),31.68
Dividends,Data,USD,4/14/2022,MPW(US58463J3041) Cash Dividend USD 0.29 per Share (Ordinary Dividend),38.86
Dividends,Data,USD,4/14/2022,SRC(US84860W3007) Cash Dividend USD 0.638 per Share (Ordinary Dividend),6.38
Dividends,Data,USD,4/14/2022,WPC(US92936U1097) Cash Dividend USD 1.057 per Share (Ordinary Dividend),11.63
Dividends,Data,USD,4/15/2022,FPI(US31154R1095) Cash Dividend USD 0.05 per Share (Ordinary Dividend),3
Dividends,Data,USD,4/15/2022,ONL(US68629Y1038) Cash Dividend USD 0.10 per Share (Ordinary Dividend),0.08
Dividends,Data,USD,4/18/2022,BRX(US11120U1051) Cash Dividend USD 0.24 per Share (Ordinary Dividend),10.32
Dividends,Data,USD,4/18/2022,EPR(US26884U1097) Cash Dividend USD 0.275 per Share (Ordinary Dividend),15.68
Dividends,Data,USD,4/18/2022,O(US7561091049) Cash Dividend USD 0.247 per Share (Ordinary Dividend),1.98
Dividends,Data,USD,4/18/2022,STAG(US85254J1025) Cash Dividend USD 0.121667 per Share (Ordinary Dividend),2.07
Dividends,Data,USD,4/18/2022,STOR(US8621211007) Cash Dividend USD 0.385 per Share (Ordinary Dividend),42.74
Dividends,Data,USD,4/18/2022,UNIT(US91325V1089) Cash Dividend USD 0.15 per Share (Ordinary Dividend),12.75
Dividends,Data,USD,5/13/2022,KOF(US1912411089) Cash Dividend USD 1.33846 per Share (Ordinary Dividend),6.7
Dividends,Data,USD,5/13/2022,O(US7561091049) Cash Dividend USD 0.247 per Share (Ordinary Dividend),1.98
Dividends,Data,USD,5/13/2022,WES(US9586691035) Cash Dividend USD 0.50 per Share (Limited Partnership),28
Dividends,Data,USD,5/16/2022,EPR(US26884U1097) Cash Dividend USD 0.275 per Share (Ordinary Dividend),15.68
Dividends,Data,USD,5/16/2022,STAG(US85254J1025) Cash Dividend USD 0.121667 per Share (Ordinary Dividend),2.07
Dividends,Data,USD,6/1/2022,ENB (CA29250N1050) Cash Dividend USD 0.6618732 (Ordinary Dividend),27.14
Dividends,Data,USD,6/1/2022,ENB (CA29250N1050) Cash Dividend USD 0.680002 - Reversal (Ordinary Dividend),-27.14
Dividends,Data,USD,6/1/2022,ENB (CA29250N1050) Cash Dividend USD 0.680002 (Ordinary Dividend),27.88
Dividends,Data,USD,6/3/2022,MAC(US5543821012) Cash Dividend USD 0.15 per Share (Ordinary Dividend),15.75
Dividends,Data,USD,6/15/2022,EPR(US26884U1097) Cash Dividend USD 0.275 per Share (Ordinary Dividend),15.68
Dividends,Data,USD,6/15/2022,O(US7561091049) Cash Dividend USD 0.247 per Share (Ordinary Dividend),1.98
Dividends,Data,USD,6/15/2022,STAG(US85254J1025) Cash Dividend USD 0.121667 per Share (Ordinary Dividend),2.07
Dividends,Data,USD,6/15/2022,UMH(US9030021037) Cash Dividend USD 0.20 per Share (Ordinary Dividend),9.6
Dividends,Data,USD,6/16/2022,KGC(CA4969024047) Cash Dividend USD 0.03 per Share (Ordinary Dividend),23.12
Dividends,Data,USD,6/29/2022,BTG(CA11777Q2099) Cash Dividend USD 0.04 per Share (Ordinary Dividend),23.83
Dividends,Data,USD,6/29/2022,RICK(US74934Q1085) Cash Dividend USD 0.05 per Share (Ordinary Dividend),1.75
Dividends,Data,USD,6/30/2022,AGI(CA0115321089) Cash Dividend USD 0.025 per Share (Ordinary Dividend),4.05
Dividends,Data,USD,6/30/2022,OUT(US69007J1060) Cash Dividend USD 0.30 per Share (Ordinary Dividend),19.2
Dividends,Data,USD,6/30/2022,SPG(US8288061091) Cash Dividend USD 1.70 per Share (Ordinary Dividend),20.4
Dividends,Data,USD,7/1/2022,UNIT(US91325V1089) Cash Dividend USD 0.15 per Share (Ordinary Dividend),12.75
Dividends,Data,USD,7/7/2022,VICI(US9256521090) Cash Dividend USD 0.36 per Share (Ordinary Dividend),31.68
Dividends,Data,USD,7/14/2022,MPW(US58463J3041) Cash Dividend USD 0.29 per Share (Ordinary Dividend),69.6
Dividends,Data,USD,7/15/2022,BRX(US11120U1051) Cash Dividend USD 0.24 per Share (Ordinary Dividend),10.32
Dividends,Data,USD,7/15/2022,EPR(US26884U1097) Cash Dividend USD 0.275 per Share (Ordinary Dividend),15.68
Dividends,Data,USD,7/15/2022,FPI(US31154R1095) Cash Dividend USD 0.06 per Share (Ordinary Dividend),3.6
Dividends,Data,USD,7/15/2022,O(US7561091049) Cash Dividend USD 0.2475 per Share (Ordinary Dividend),1.98
Dividends,Data,USD,7/15/2022,ONL(US68629Y1038) Cash Dividend USD 0.10 per Share (Ordinary Dividend),0.08
Dividends,Data,USD,7/15/2022,SRC(US84860W3007) Cash Dividend USD 0.638 per Share (Ordinary Dividend),6.38
Dividends,Data,USD,7/15/2022,STAG(US85254J1025) Cash Dividend USD 0.121667 per Share (Ordinary Dividend),2.68
Dividends,Data,USD,7/15/2022,STOR(US8621211007) Cash Dividend USD 0.385 per Share (Ordinary Dividend),45.82
Dividends,Data,USD,8/5/2022,VOD(US92857W3088) Cash Dividend USD 0.4574057 per Share (Ordinary Dividend),30.19
Dividends,Data,USD,8/12/2022,WES(US9586691035) Cash Dividend USD 0.50 per Share (Limited Partnership),28
Dividends,Data,USD,8/15/2022,EPR(US26884U1097) Cash Dividend USD 0.275 per Share (Ordinary Dividend),15.68
Dividends,Data,USD,8/15/2022,O(US7561091049) Cash Dividend USD 0.2475 per Share (Ordinary Dividend),1.98
Dividends,Data,USD,8/15/2022,STAG(US85254J1025) Cash Dividend USD 0.121667 per Share (Ordinary Dividend),2.68
Dividends,Data,USD,9/1/2022,ENB (CA29250N1050) Cash Dividend USD 0.653197 (Ordinary Dividend),26.77
Dividends,Data,USD,9/1/2022,KGC(CA4969024047) Cash Dividend USD 0.03 per Share (Ordinary Dividend),39.18
Dividends,Data,USD,9/8/2022,MAC(US5543821012) Cash Dividend USD 0.15 per Share (Ordinary Dividend),17.25
Dividends,Data,USD,9/15/2022,EPR(US26884U1097) Cash Dividend USD 0.275 per Share (Ordinary Dividend),15.68
Dividends,Data,USD,9/15/2022,STAG(US85254J1025) Cash Dividend USD 0.121667 per Share (Ordinary Dividend),2.68
Dividends,Data,USD,9/15/2022,UMH(US9030021037) Cash Dividend USD 0.20 per Share (Ordinary Dividend),9.6
Dividends,Data,USD,9/23/2022,UNIT(US91325V1089) Cash Dividend USD 0.15 per Share (Ordinary Dividend),12.75
Dividends,Data,USD,9/27/2022,RICK(US74934Q1085) Cash Dividend USD 0.05 per Share (Ordinary Dividend),1.75
Dividends,Data,USD,9/29/2022,AGI (CA0115321089) Cash Dividend USD 0.025 (Ordinary Dividend),4.05
Dividends,Data,USD,9/29/2022,BTG(CA11777Q2099) Cash Dividend USD 0.04 per Share (Ordinary Dividend),32.24
Dividends,Data,USD,9/30/2022,OUT(US69007J1060) Cash Dividend USD 0.30 per Share (Ordinary Dividend),23.1
Dividends,Data,USD,9/30/2022,SPG(US8288061091) Cash Dividend USD 1.75 per Share (Ordinary Dividend),22.75
Dividends,Data,USD,10/6/2022,VICI(US9256521090) Cash Dividend USD 0.39 per Share (Ordinary Dividend),34.32
Dividends,Data,USD,10/13/2022,MPW(US58463J3041) Cash Dividend USD 0.29 per Share (Ordinary Dividend),75.69
Dividends,Data,USD,10/17/2022,BRX(US11120U1051) Cash Dividend USD 0.24 per Share (Ordinary Dividend),10.32
Dividends,Data,USD,10/17/2022,EPR(US26884U1097) Cash Dividend USD 0.275 per Share (Ordinary Dividend),15.68
Dividends,Data,USD,10/17/2022,FPI(US31154R1095) Cash Dividend USD 0.06 per Share (Ordinary Dividend),3.6
Dividends,Data,USD,10/17/2022,STAG(US85254J1025) Cash Dividend USD 0.121667 per Share (Ordinary Dividend),2.68
Dividends,Data,USD,10/17/2022,STOR(US8621211007) Cash Dividend USD 0.41 per Share (Ordinary Dividend),48.79
Dividends,Data,USD,11/14/2022,WES(US9586691035) Cash Dividend USD 0.50 per Share (Limited Partnership),28
Dividends,Data,USD,11/15/2022,EPR(US26884U1097) Cash Dividend USD 0.275 per Share (Ordinary Dividend),15.68
Dividends,Data,USD,11/15/2022,STAG(US85254J1025) Cash Dividend USD 0.121667 per Share (Ordinary Dividend),2.68
Dividends,Data,USD,12/1/2022,ENB (CA29250N1050) Cash Dividend USD 0.638498 (Ordinary Dividend),21.07
Dividends,Data,USD,12/2/2022,MAC(US5543821012) Cash Dividend USD 0.17 per Share (Ordinary Dividend),19.55
Dividends,Data,USD,12/15/2022,EPR(US26884U1097) Cash Dividend USD 0.275 per Share (Ordinary Dividend),15.68
Dividends,Data,USD,12/15/2022,KGC(CA4969024047) Cash Dividend USD 0.03 per Share (Ordinary Dividend),39.18
Dividends,Data,USD,12/15/2022,STAG(US85254J1025) Cash Dividend USD 0.121667 per Share (Ordinary Dividend),2.68
Dividends,Data,USD,12/15/2022,UMH(US9030021037) Cash Dividend USD 0.20 per Share (Ordinary Dividend),9.6
Dividends,Data,USD,12/16/2022,BTG(CA11777Q2099) Cash Dividend USD 0.04 per Share (Ordinary Dividend),40.23
Dividends,Data,USD,12/29/2022,RICK(US74934Q1085) Cash Dividend USD 0.05 per Share (Ordinary Dividend),1.75
Dividends,Data,USD,12/30/2022,OUT(US69007J1060) Cash Dividend USD 0.30 per Share (Ordinary Dividend),23.1
Dividends,Data,USD,12/30/2022,SPG(US8288061091) Cash Dividend USD 1.80 per Share (Ordinary Dividend),23.4
Dividends,Data,USD,12/30/2022,UNIT(US91325V1089) Cash Dividend USD 0.15 per Share (Ordinary Dividend),12.75
Dividends,Data,CAD,12/30/2022,NET.UN(CA13639A1093) Cash Dividend CAD 0.0283 per Share (Ordinary Dividend),1.98
Dividends,Data,CAD,1/9/2023,REI.UN(CA7669101031) Cash Dividend CAD 0.085 per Share (Ordinary Dividend),2.21
Dividends,Data,CAD,1/16/2023,BEI.UN(CA0966311064) Cash Dividend CAD 0.09 per Share (Ordinary Dividend),0.99
Dividends,Data,CAD,1/31/2023,NET.UN(CA13639A1093) Cash Dividend CAD 0.02875 per Share (Ordinary Dividend),2.01
Dividends,Data,CAD,2/7/2023,REI.UN(CA7669101031) Cash Dividend CAD 0.085 per Share (Ordinary Dividend),2.21
Dividends,Data,CAD,2/15/2023,BEI.UN(CA0966311064) Cash Dividend CAD 0.09 per Share (Ordinary Dividend),0.99
Dividends,Data,CAD,2/28/2023,NET.UN(CA13639A1093) Cash Dividend CAD 0.02875 per Share (Ordinary Dividend),2.01
Dividends,Data,CAD,3/7/2023,REI.UN(CA7669101031) Cash Dividend CAD 0.09 per Share (Ordinary Dividend),2.34
Dividends,Data,CAD,3/31/2023,NET.UN(CA13639A1093) Cash Dividend CAD 0.02875 per Share (Ordinary Dividend),2.01
Dividends,Data,CAD,4/10/2023,REI.UN(CA7669101031) Cash Dividend CAD 0.09 per Share (Ordinary Dividend),2.34
Dividends,Data,CAD,4/28/2023,NET.UN(CA13639A1093) Cash Dividend CAD 0.02875 per Share (Ordinary Dividend),2.01
Dividends,Data,CAD,5/5/2023,REI.UN(CA7669101031) Cash Dividend CAD 0.09 per Share (Ordinary Dividend),2.34
Dividends,Data,CAD,5/31/2023,NET.UN(CA13639A1093) Cash Dividend CAD 0.02875 per Share (Ordinary Dividend),2.01
Dividends,Data,CAD,6/7/2023,REI.UN(CA7669101031) Cash Dividend CAD 0.09 per Share (Ordinary Dividend),2.34
Dividends,Data,CAD,6/30/2023,NET.UN(CA13639A1093) Cash Dividend CAD 0.02875 per Share (Ordinary Dividend),2.01
Dividends,Data,CAD,7/10/2023,REI.UN(CA7669101031) Cash Dividend CAD 0.09 per Share (Ordinary Dividend),2.34
Dividends,Data,CAD,7/31/2023,NET.UN(CA13639A1093) Cash Dividend CAD 0.02875 per Share (Ordinary Dividend),2.01
Dividends,Data,CAD,8/8/2023,REI.UN(CA7669101031) Cash Dividend CAD 0.09 per Share (Ordinary Dividend),2.34
Dividends,Data,CAD,8/31/2023,NET.UN(CA13639A1093) Cash Dividend CAD 0.02875 per Share (Ordinary Dividend),2.01
Dividends,Data,CAD,9/8/2023,REI.UN(CA7669101031) Cash Dividend CAD 0.09 per Share (Ordinary Dividend),2.34
Dividends,Data,CAD,9/29/2023,NET.UN(CA13639A1093) Cash Dividend CAD 0.02875 per Share (Ordinary Dividend),2.01
Dividends,Data,CAD,10/6/2023,REI.UN(CA7669101031) Cash Dividend CAD 0.09 per Share (Ordinary Dividend),2.34
Dividends,Data,CAD,10/31/2023,NET.UN(CA13639A1093) Cash Dividend CAD 0.02875 per Share (Ordinary Dividend),2.01
Dividends,Data,CAD,11/7/2023,REI.UN(CA7669101031) Cash Dividend CAD 0.09 per Share (Ordinary Dividend),2.34
Dividends,Data,CAD,11/30/2023,NET.UN(CA13639A1093) Cash Dividend CAD 0.02875 per Share (Ordinary Dividend),2.01
Dividends,Data,CAD,12/7/2023,REI.UN(CA7669101031) Cash Dividend CAD 0.09 per Share (Ordinary Dividend),2.34
Dividends,Data,EUR,3/30/2023,LI(FR0000121964) Cash Dividend EUR 0.87 per Share (Ordinary Dividend),67.86
Dividends,Data,EUR,5/2/2023,DIC.DIV(DE000A32VP08) Expire Dividend Right (Ordinary Dividend),125.81
Dividends,Data,EUR,5/2/2023,DIC(133475000) Cash Dividend EUR 0.21 per Share (Ordinary Dividend),48.93
Dividends,Data,EUR,6/19/2023,VNA.DIV(DE000A2GSYQ9) Payment in Lieu of Dividend (Exempt From Withholding),174.25
Dividends,Data,EUR,6/19/2023,VNA.DIV(DE000A2GSYQ9) Expire Dividend Right (Exempt From Withholding),6.8
Dividends,Data,EUR,7/11/2023,LI(FR0000121964) Cash Dividend EUR 0.8439 per Share (Ordinary Dividend),65.82
Dividends,Data,EUR,7/11/2023,LI(FR0000121964) Cash Dividend EUR 0.0362 per Share (Return of Capital),2.83
Dividends,Data,GBP,1/26/2023,BYG(GB0002869419) Cash Dividend GBP 0.223 per Share (PropertyIncomeDividend),5.57
Dividends,Data,GBP,7/28/2023,BYG(GB0002869419) Cash Dividend GBP 0.229 per Share (Ordinary Dividend),5.73
Dividends,Data,USD,1/5/2023,VICI(US9256521090) Cash Dividend USD 0.39 per Share (Ordinary Dividend),34.32
Dividends,Data,USD,1/9/2023,GMRE(US37954A2042) Cash Dividend USD 0.21 per Share (Ordinary Dividend),42
